t;u;ref_dx;ref_psi;dx;theta;psi
1.3207;23;0.0000;0.0000;-0.0494;0.0045;0.0684
1.3237;-61;0.0000;0.0000;-0.1743;-0.0229;0.0689
1.3267;12;0.0000;0.0000;-0.1433;-0.0145;0.0686
1.3297;25;0.0000;0.0000;-0.1090;-0.0005;0.0694
1.3329;24;0.0000;0.0000;0.0016;0.0107;0.0697
1.3373;11;0.0000;0.0000;0.1504;0.0135;0.0701
1.3400;-6;0.0000;0.0000;0.2248;0.0066;0.0705
1.3427;-28;0.0000;0.0000;0.2807;-0.0118;0.0692
1.3457;6;0.0000;0.0000;0.2712;-0.0126;0.0686
1.3487;-8;0.0000;0.0000;0.1169;-0.0185;0.0684
1.3517;-30;0.0000;0.0000;0.0585;-0.0341;0.0682
1.3547;16;0.0000;0.0000;0.0105;-0.0258;0.0675
1.3577;6;0.0000;0.0000;-0.0695;-0.0216;0.0655
1.3609;-2;0.0000;0.0000;-0.0909;-0.0212;0.0683
1.3653;-38;0.0000;0.0000;0.0107;-0.0397;0.0682
1.3679;9;0.0000;0.0000;0.0801;-0.0360;0.0697
1.3707;15;0.0000;0.0000;0.0962;-0.0293;0.0715
1.3737;-21;0.0000;0.0000;0.0668;-0.0405;0.0731
1.3767;-14;0.0000;0.0000;0.1269;-0.0487;0.0742
1.3797;-11;0.0000;0.0000;0.1382;-0.0557;0.0740
1.3827;13;0.0000;0.0000;0.0504;-0.0490;0.0749
1.3857;-15;0.0000;0.0000;-0.0683;-0.0550;0.0749
1.3887;-6;0.0000;0.0000;-0.0902;-0.0558;0.0745
1.3919;-4;0.0000;0.0000;-0.1012;-0.0556;0.0737
1.3963;-5;0.0000;0.0000;-0.2376;-0.0539;0.0743
1.3989;24;0.0000;0.0000;-0.1936;-0.0385;0.0756
1.4017;22;0.0000;0.0000;-0.2090;-0.0243;0.0767
1.4047;23;0.0000;0.0000;-0.1606;-0.0106;0.0779
1.4077;19;0.0000;0.0000;-0.0803;-0.0002;0.0797
1.4107;-6;0.0000;0.0000;0.0533;-0.0044;0.0808
1.4137;0;0.0000;0.0000;0.1202;-0.0067;0.0817
1.4167;-22;0.0000;0.0000;0.0788;-0.0189;0.0822
1.4199;-21;0.0000;0.0000;0.0020;-0.0290;0.0832
1.4241;22;0.0000;0.0000;-0.1299;-0.0158;0.0817
1.4268;-47;0.0000;0.0000;-0.1959;-0.0355;0.0818
1.4297;1;0.0000;0.0000;-0.2288;-0.0309;0.0815
1.4327;17;0.0000;0.0000;-0.2079;-0.0188;0.0816
1.4357;-30;0.0000;0.0000;-0.1601;-0.0309;0.0831
1.4387;10;0.0000;0.0000;-0.0800;-0.0243;0.0828
1.4417;12;0.0000;0.0000;-0.0587;-0.0171;0.0848
1.4447;-14;0.0000;0.0000;-0.0107;-0.0237;0.0862
1.4479;-18;0.0000;0.0000;0.0695;-0.0335;0.0874
1.4517;-7;0.0000;0.0000;0.0721;-0.0379;0.0863
1.4569;-28;0.0000;0.0000;-0.1322;-0.0490;0.0861
1.4597;-29;0.0000;0.0000;-0.2157;-0.0590;0.0872
1.4627;-24;0.0000;0.0000;-0.2949;-0.0656;0.0875
1.4657;14;0.0000;0.0000;-0.3531;-0.0521;0.0872
1.4687;16;0.0000;0.0000;-0.3449;-0.0379;0.0895
1.4717;22;0.0000;0.0000;-0.2846;-0.0220;0.0899
1.4747;12;0.0000;0.0000;-0.1610;-0.0134;0.0911
1.4779;-13;0.0000;0.0000;-0.0431;-0.0191;0.0932
1.4823;-25;0.0000;0.0000;0.0906;-0.0325;0.0941
1.4849;-12;0.0000;0.0000;0.0640;-0.0390;0.0949
1.4877;-15;0.0000;0.0000;-0.0428;-0.0450;0.0965
1.4907;-29;0.0000;0.0000;-0.1710;-0.0558;0.0977
1.4937;13;0.0000;0.0000;-0.2912;-0.0437;0.0982
1.4967;-31;0.0000;0.0000;-0.3700;-0.0526;0.0993
1.4997;19;0.0000;0.0000;-0.3159;-0.0375;0.0980
1.5027;12;0.0000;0.0000;-0.2701;-0.0267;0.1005
1.5059;6;0.0000;0.0000;-0.1912;-0.0202;0.1012
1.5103;-1;0.0000;0.0000;-0.0395;-0.0200;0.1026
1.5129;-14;0.0000;0.0000;0.0551;-0.0273;0.1030
1.5157;-27;0.0000;0.0000;0.0836;-0.0412;0.1029
1.5187;-9;0.0000;0.0000;-0.0143;-0.0447;0.1039
1.5217;-17;0.0000;0.0000;-0.1193;-0.0503;0.1050
1.5247;-32;0.0000;0.0000;-0.2467;-0.0615;0.1039
1.5277;-53;0.0000;0.0000;-0.3664;-0.0804;0.1049
1.5307;0;0.0000;0.0000;-0.4076;-0.0731;0.1027
1.5339;13;0.0000;0.0000;-0.4282;-0.0586;0.1046
1.5389;-1;0.0000;0.0000;-0.4759;-0.0509;0.1062
1.5417;19;0.0000;0.0000;-0.3315;-0.0354;0.1066
1.5447;-8;0.0000;0.0000;-0.2218;-0.0352;0.1085
1.5477;-4;0.0000;0.0000;-0.1296;-0.0347;0.1100
1.5507;-20;0.0000;0.0000;-0.1209;-0.0419;0.1086
1.5537;10;0.0000;0.0000;-0.1914;-0.0333;0.1110
1.5567;-11;0.0000;0.0000;-0.2453;-0.0342;0.1116
1.5597;-20;0.0000;0.0000;-0.2909;-0.0391;0.1120
1.5644;9;0.0000;0.0000;-0.4073;-0.0273;0.1125
1.5672;4;0.0000;0.0000;-0.4093;-0.0185;0.1131
1.5699;-8;0.0000;0.0000;-0.3730;-0.0166;0.1141
1.5727;-14;0.0000;0.0000;-0.3174;-0.0185;0.1142
1.5757;8;0.0000;0.0000;-0.3083;-0.0090;0.1142
1.5787;13;0.0000;0.0000;-0.3224;0.0026;0.1141
1.5817;13;0.0000;0.0000;-0.3108;0.0136;0.1135
1.5847;13;0.0000;0.0000;-0.2115;0.0232;0.1131
1.5877;7;0.0000;0.0000;-0.0871;0.0276;0.1130
1.5907;4;0.0000;0.0000;0.0126;0.0292;0.1132
1.5939;-17;0.0000;0.0000;0.0437;0.0196;0.1144
1.5981;-20;0.0000;0.0000;0.0218;0.0093;0.1146
1.6007;-23;0.0000;0.0000;-0.0265;-0.0015;0.1156
1.6037;29;0.0000;0.0000;-0.1067;0.0145;0.1170
1.6067;-16;0.0000;0.0000;-0.2030;0.0097;0.1181
1.6097;9;0.0000;0.0000;-0.1950;0.0174;0.1181
1.6127;-12;0.0000;0.0000;-0.1723;0.0138;0.1198
1.6157;37;0.0000;0.0000;-0.1048;0.0336;0.1193
1.6187;6;0.0000;0.0000;-0.0898;0.0376;0.1194
1.6219;-9;0.0000;0.0000;-0.0449;0.0331;0.1196
1.6260;-4;0.0000;0.0000;0.0523;0.0298;0.1200
1.6287;-6;0.0000;0.0000;0.0823;0.0248;0.1201
1.6317;3;0.0000;0.0000;0.0037;0.0263;0.1213
1.6347;-20;0.0000;0.0000;-0.0916;0.0177;0.1220
1.6377;-28;0.0000;0.0000;-0.1393;0.0061;0.1212
1.6407;-60;0.0000;0.0000;-0.1819;-0.0201;0.1224
1.6437;0;0.0000;0.0000;-0.2592;-0.0151;0.1217
1.6467;18;0.0000;0.0000;-0.2979;-0.0012;0.1213
1.6499;-35;0.0000;0.0000;-0.3173;-0.0134;0.1210
1.6541;12;0.0000;0.0000;-0.2521;-0.0029;0.1212
1.6567;11;0.0000;0.0000;-0.1635;0.0057;0.1200
1.6597;-10;0.0000;0.0000;-0.0817;0.0022;0.1199
1.6627;-2;0.0000;0.0000;-0.0222;0.0016;0.1210
1.6657;-13;0.0000;0.0000;-0.0298;-0.0041;0.1196
1.6687;3;0.0000;0.0000;-0.0897;-0.0006;0.1214
1.6717;-17;0.0000;0.0000;-0.1570;-0.0066;0.1209
1.6747;-24;0.0000;0.0000;-0.1907;-0.0150;0.1209
1.6779;-24;0.0000;0.0000;-0.2637;-0.0222;0.1222
1.6831;12;0.0000;0.0000;-0.4684;-0.0085;0.1230
1.6857;15;0.0000;0.0000;-0.4025;0.0056;0.1242
1.6887;16;0.0000;0.0000;-0.3509;0.0190;0.1228
1.6917;13;0.0000;0.0000;-0.2128;0.0288;0.1243
1.6947;21;0.0000;0.0000;-0.1064;0.0407;0.1212
1.6977;0;0.0000;0.0000;0.0029;0.0404;0.1233
1.7007;-8;0.0000;0.0000;0.0762;0.0347;0.1223
1.7037;-12;0.0000;0.0000;0.0381;0.0281;0.1235
1.7069;-18;0.0000;0.0000;-0.0744;0.0203;0.1235
1.7111;18;0.0000;0.0000;-0.2616;0.0332;0.1233
1.7137;-41;0.0000;0.0000;-0.3178;0.0177;0.1246
1.7167;5;0.0000;0.0000;-0.3085;0.0251;0.1228
1.7197;15;0.0000;0.0000;-0.2478;0.0361;0.1230
1.7227;38;0.0000;0.0000;-0.1800;0.0568;0.1225
1.7257;4;0.0000;0.0000;-0.0900;0.0599;0.1228
1.7287;18;0.0000;0.0000;0.0485;0.0675;0.1227
1.7317;-6;0.0000;0.0000;0.0991;0.0619;0.1238
1.7349;-12;0.0000;0.0000;0.1430;0.0530;0.1235
1.7391;-6;0.0000;0.0000;0.0341;0.0484;0.1239
1.7422;-24;0.0000;0.0000;-0.0951;0.0375;0.1229
1.7448;15;0.0000;0.0000;-0.1972;0.0475;0.1222
1.7477;-2;0.0000;0.0000;-0.2856;0.0503;0.1224
1.7507;20;0.0000;0.0000;-0.2737;0.0636;0.1194
1.7537;4;0.0000;0.0000;-0.2116;0.0683;0.1217
1.7567;17;0.0000;0.0000;-0.1432;0.0779;0.1199
1.7597;17;0.0000;0.0000;0.0032;0.0849;0.1196
1.7629;-1;0.0000;0.0000;0.0764;0.0818;0.1198
1.7671;-13;0.0000;0.0000;0.1878;0.0714;0.1184
1.7697;-4;0.0000;0.0000;0.1126;0.0664;0.1187
1.7727;-6;0.0000;0.0000;0.0189;0.0623;0.1180
1.7757;-21;0.0000;0.0000;-0.0841;0.0524;0.1169
1.7787;25;0.0000;0.0000;-0.1916;0.0670;0.1155
1.7817;-42;0.0000;0.0000;-0.2641;0.0499;0.1150
1.7847;20;0.0000;0.0000;-0.2256;0.0625;0.1135
1.7877;28;0.0000;0.0000;-0.1876;0.0781;0.1124
1.7907;21;0.0000;0.0000;-0.0938;0.0889;0.1116
1.7939;18;0.0000;0.0000;0.0092;0.0963;0.1096
1.7991;-8;0.0000;0.0000;0.2103;0.0876;0.1091
1.8017;-8;0.0000;0.0000;0.2174;0.0791;0.1073
1.8047;3;0.0000;0.0000;0.1461;0.0773;0.1062
1.8077;-5;0.0000;0.0000;-0.0018;0.0737;0.1060
1.8107;18;0.0000;0.0000;-0.1131;0.0831;0.1037
1.8137;-33;0.0000;0.0000;-0.1687;0.0681;0.1031
1.8167;11;0.0000;0.0000;-0.1779;0.0754;0.1011
1.8197;17;0.0000;0.0000;-0.1450;0.0847;0.0988
1.8229;-12;0.0000;0.0000;-0.0912;0.0788;0.0992
1.8281;20;0.0000;0.0000;0.0853;0.0865;0.0989
1.8307;28;0.0000;0.0000;0.1174;0.0971;0.0981
1.8337;-4;0.0000;0.0000;0.1148;0.0916;0.0973
1.8367;0;0.0000;0.0000;0.1322;0.0882;0.0956
1.8397;4;0.0000;0.0000;0.0661;0.0879;0.0947
1.8427;-5;0.0000;0.0000;0.0144;0.0835;0.0938
1.8457;7;0.0000;0.0000;-0.0115;0.0859;0.0925
1.8487;5;0.0000;0.0000;-0.0432;0.0880;0.0911
1.8519;20;0.0000;0.0000;-0.0216;0.0970;0.0897
1.8571;18;0.0000;0.0000;0.0827;0.1030;0.0890
1.8597;17;0.0000;0.0000;0.1536;0.1073;0.0883
1.8627;-4;0.0000;0.0000;0.1890;0.1004;0.0862
1.8657;-4;0.0000;0.0000;0.2067;0.0934;0.0864
1.8687;-4;0.0000;0.0000;0.1594;0.0874;0.0841
1.8717;-6;0.0000;0.0000;0.0797;0.0816;0.0829
1.8747;36;0.0000;0.0000;0.0025;0.0977;0.0800
1.8777;-5;0.0000;0.0000;-0.0736;0.0947;0.0796
1.8809;19;0.0000;0.0000;-0.0742;0.1037;0.0781
1.8861;-25;0.0000;0.0000;-0.0184;0.0899;0.0781
1.8887;21;0.0000;0.0000;0.0095;0.0988;0.0753
1.8917;31;0.0000;0.0000;0.0235;0.1120;0.0743
1.8947;0;0.0000;0.0000;0.0678;0.1089;0.0726
1.8977;15;0.0000;0.0000;0.1087;0.1131;0.0704
1.9007;33;0.0000;0.0000;0.1479;0.1252;0.0691
1.9037;0;0.0000;0.0000;0.1674;0.1208;0.0679
1.9067;10;0.0000;0.0000;0.1772;0.1210;0.0669
1.9099;-5;0.0000;0.0000;0.1260;0.1143;0.0661
1.9151;31;0.0000;0.0000;0.1378;0.1253;0.0655
1.9177;-10;0.0000;0.0000;0.1250;0.1162;0.0641
1.9207;17;0.0000;0.0000;0.1186;0.1206;0.0627
1.9237;21;0.0000;0.0000;0.0967;0.1274;0.0622
1.9267;-11;0.0000;0.0000;0.0857;0.1185;0.0614
1.9297;22;0.0000;0.0000;0.1364;0.1250;0.0607
1.9327;0;0.0000;0.0000;0.1430;0.1206;0.0596
1.9357;22;0.0000;0.0000;0.1276;0.1271;0.0585
1.9389;11;0.0000;0.0000;0.1199;0.1285;0.0573
1.9433;11;0.0000;0.0000;0.1534;0.1293;0.0560
1.9459;1;0.0000;0.0000;0.1702;0.1253;0.0552
1.9487;2;0.0000;0.0000;0.1786;0.1216;0.0547
1.9517;5;0.0000;0.0000;0.1828;0.1194;0.0547
1.9547;4;0.0000;0.0000;0.1475;0.1173;0.0544
1.9577;18;0.0000;0.0000;0.1486;0.1220;0.0533
1.9607;19;0.0000;0.0000;0.1678;0.1265;0.0517
1.9637;23;0.0000;0.0000;0.1961;0.1323;0.0505
1.9669;0;0.0000;0.0000;0.2663;0.1262;0.0498
1.9712;3;0.0000;0.0000;0.3389;0.1204;0.0492
1.9738;-1;0.0000;0.0000;0.2816;0.1131;0.0485
1.9767;5;0.0000;0.0000;0.2343;0.1099;0.0478
1.9797;18;0.0000;0.0000;0.1920;0.1137;0.0470
1.9827;25;0.0000;0.0000;0.2082;0.1207;0.0469
1.9857;23;0.0000;0.0000;0.2537;0.1257;0.0459
1.9887;26;0.0000;0.0000;0.3138;0.1312;0.0456
1.9917;-4;0.0000;0.0000;0.3626;0.1211;0.0448
1.9947;2;0.0000;0.0000;0.3496;0.1147;0.0444
1.9979;3;0.0000;0.0000;0.3057;0.1097;0.0429
2.0021;52;0.0000;0.0000;0.2651;0.1288;0.0418
2.0047;-15;0.0000;0.0000;0.1886;0.1162;0.0410
2.0077;19;0.0000;0.0000;0.1878;0.1205;0.0404
2.0107;25;0.0000;0.0000;0.1874;0.1278;0.0404
2.0137;33;0.0000;0.0000;0.1872;0.1386;0.0402
2.0167;26;0.0000;0.0000;0.2619;0.1446;0.0396
2.0197;34;0.0000;0.0000;0.3553;0.1528;0.0396
2.0227;35;0.0000;0.0000;0.4208;0.1604;0.0391
2.0259;14;0.0000;0.0000;0.4535;0.1570;0.0380
2.0302;8;0.0000;0.0000;0.4885;0.1505;0.0389
2.0328;2;0.0000;0.0000;0.3939;0.1426;0.0375
2.0357;46;0.0000;0.0000;0.3839;0.1562;0.0367
2.0387;-25;0.0000;0.0000;0.3790;0.1350;0.0358
2.0417;17;0.0000;0.0000;0.4326;0.1339;0.0348
2.0447;28;0.0000;0.0000;0.4220;0.1382;0.0347
2.0477;-6;0.0000;0.0000;0.3793;0.1264;0.0347
2.0507;19;0.0000;0.0000;0.4140;0.1267;0.0350
2.0539;30;0.0000;0.0000;0.3940;0.1327;0.0335
2.0582;28;0.0000;0.0000;0.4214;0.1374;0.0333
2.0608;21;0.0000;0.0000;0.3790;0.1389;0.0321
2.0637;28;0.0000;0.0000;0.4139;0.1433;0.0321
2.0667;15;0.0000;0.0000;0.4314;0.1408;0.0320
2.0697;4;0.0000;0.0000;0.4401;0.1331;0.0330
2.0727;6;0.0000;0.0000;0.4257;0.1267;0.0324
2.0757;28;0.0000;0.0000;0.4373;0.1311;0.0327
2.0787;10;0.0000;0.0000;0.4617;0.1261;0.0318
2.0819;24;0.0000;0.0000;0.5114;0.1272;0.0316
2.0862;26;0.0000;0.0000;0.6297;0.1273;0.0320
2.0888;5;0.0000;0.0000;0.5392;0.1188;0.0319
2.0917;-1;0.0000;0.0000;0.5314;0.1073;0.0322
2.0947;15;0.0000;0.0000;0.5275;0.1040;0.0320
2.0977;17;0.0000;0.0000;0.5256;0.1017;0.0315
2.1007;28;0.0000;0.0000;0.5246;0.1050;0.0320
2.1037;29;0.0000;0.0000;0.5615;0.1079;0.0322
2.1067;16;0.0000;0.0000;0.5799;0.1045;0.0324
2.1099;11;0.0000;0.0000;0.6266;0.0981;0.0324
2.1141;12;0.0000;0.0000;0.7247;0.0906;0.0316
2.1167;16;0.0000;0.0000;0.6428;0.0864;0.0315
2.1197;23;0.0000;0.0000;0.6393;0.0855;0.0317
2.1227;19;0.0000;0.0000;0.6376;0.0828;0.0324
2.1257;17;0.0000;0.0000;0.6741;0.0785;0.0332
2.1287;6;0.0000;0.0000;0.6736;0.0693;0.0341
2.1317;4;0.0000;0.0000;0.6921;0.0590;0.0346
2.1347;13;0.0000;0.0000;0.7014;0.0527;0.0351
2.1379;23;0.0000;0.0000;0.7247;0.0514;0.0358
2.1422;22;0.0000;0.0000;0.8672;0.0473;0.0360
2.1448;23;0.0000;0.0000;0.7515;0.0453;0.0370
2.1477;19;0.0000;0.0000;0.7311;0.0418;0.0367
2.1507;14;0.0000;0.0000;0.7395;0.0357;0.0373
2.1537;15;0.0000;0.0000;0.7625;0.0297;0.0376
2.1567;8;0.0000;0.0000;0.7552;0.0209;0.0384
2.1597;12;0.0000;0.0000;0.7703;0.0138;0.0391
2.1627;12;0.0000;0.0000;0.7966;0.0065;0.0400
2.1659;13;0.0000;0.0000;0.8097;-0.0004;0.0410
2.1711;30;0.0000;0.0000;1.1154;-0.0035;0.0420
2.1737;12;0.0000;0.0000;0.9317;-0.0127;0.0424
2.1767;15;0.0000;0.0000;0.8773;-0.0195;0.0427
2.1797;13;0.0000;0.0000;0.8500;-0.0268;0.0431
2.1827;12;0.0000;0.0000;0.8551;-0.0342;0.0436
2.1857;10;0.0000;0.0000;0.8577;-0.0429;0.0442
2.1887;8;0.0000;0.0000;0.8776;-0.0525;0.0454
2.1917;7;0.0000;0.0000;0.8689;-0.0624;0.0461
2.1947;9;0.0000;0.0000;0.8833;-0.0714;0.0473
2.1979;5;0.0000;0.0000;0.9278;-0.0826;0.0476
2.2022;17;0.0000;0.0000;1.1184;-0.0908;0.0484
2.2048;9;0.0000;0.0000;0.9706;-0.1006;0.0483
2.2077;11;0.0000;0.0000;0.8967;-0.1082;0.0490
2.2107;13;0.0000;0.0000;0.9345;-0.1153;0.0490
2.2137;6;0.0000;0.0000;0.9161;-0.1254;0.0497
2.2167;7;0.0000;0.0000;0.9442;-0.1350;0.0501
2.2197;8;0.0000;0.0000;0.9583;-0.1442;0.0500
2.2227;9;0.0000;0.0000;0.9654;-0.1529;0.0502
2.2259;2;0.0000;0.0000;1.0063;-0.1654;0.0498
2.2301;10;0.0000;0.0000;1.1950;-0.1768;0.0507
2.2328;8;0.0000;0.0000;1.0276;-0.1863;0.0503
2.2357;0;0.0000;0.0000;0.9813;-0.1997;0.0509
2.2387;14;0.0000;0.0000;0.9956;-0.2056;0.0509
2.2417;3;0.0000;0.0000;0.9840;-0.2168;0.0513
2.2447;3;0.0000;0.0000;0.9969;-0.2279;0.0514
2.2477;4;0.0000;0.0000;0.9846;-0.2382;0.0519
2.2507;5;0.0000;0.0000;0.9785;-0.2474;0.0519
2.2539;6;0.0000;0.0000;0.9942;-0.2565;0.0523
2.2591;13;0.0000;0.0000;1.3386;-0.2674;0.0523
2.2617;6;0.0000;0.0000;1.0994;-0.2777;0.0527
2.2647;7;0.0000;0.0000;1.0546;-0.2867;0.0530
2.2677;0;0.0000;0.0000;1.0509;-0.2988;0.0529
2.2707;-5;0.0000;0.0000;1.0303;-0.3132;0.0533
2.2737;-10;0.0000;0.0000;1.0388;-0.3298;0.0534
2.2767;-9;0.0000;0.0000;0.9682;-0.3446;0.0526
2.2797;1;0.0000;0.0000;0.8581;-0.3523;0.0524
2.2829;-4;0.0000;0.0000;0.7469;-0.3611;0.0514
2.2872;16;0.0000;0.0000;0.7849;-0.3601;0.0515
2.2899;7;0.0000;0.0000;0.6355;-0.3612;0.0534
2.2927;8;0.0000;0.0000;0.6170;-0.3617;0.0555
2.2957;17;0.0000;0.0000;0.6825;-0.3589;0.0556
2.2987;-9;0.0000;0.0000;0.7526;-0.3703;0.0574
2.3017;1;0.0000;0.0000;0.8064;-0.3769;0.0586
2.3047;3;0.0000;0.0000;0.7959;-0.3824;0.0584
2.3077;-8;0.0000;0.0000;0.7533;-0.3929;0.0589
2.3109;-9;0.0000;0.0000;0.7506;-0.4038;0.0584
2.3152;8;0.0000;0.0000;0.7680;-0.4060;0.0572
2.3178;-3;0.0000;0.0000;0.5523;-0.4108;0.0553
2.3207;10;0.0000;0.0000;0.5006;-0.4078;0.0532
2.3237;12;0.0000;0.0000;0.4747;-0.4033;0.0485
2.3267;9;0.0000;0.0000;0.5178;-0.4013;0.0463
2.3297;1;0.0000;0.0000;0.5955;-0.4045;0.0429
2.3327;-3;0.0000;0.0000;0.6344;-0.4103;0.0408
2.3357;2;0.0000;0.0000;0.6912;-0.4140;0.0381
2.3389;-12;0.0000;0.0000;0.7009;-0.4250;0.0352
2.3432;-10;0.0000;0.0000;0.7618;-0.4360;0.0331
2.3458;-2;0.0000;0.0000;0.6053;-0.4407;0.0322
2.3487;-12;0.0000;0.0000;0.4710;-0.4481;0.0310
2.3517;-8;0.0000;0.0000;0.3851;-0.4521;0.0309
2.3547;-9;0.0000;0.0000;0.2860;-0.4550;0.0286
2.3577;5;0.0000;0.0000;0.2365;-0.4497;0.0266
2.3607;15;0.0000;0.0000;0.1744;-0.4391;0.0222
2.3637;17;0.0000;0.0000;0.1807;-0.4278;0.0210
2.3669;-2;0.0000;0.0000;0.2773;-0.4275;0.0180
2.3713;6;0.0000;0.0000;0.5127;-0.4266;0.0169
2.3739;34;0.0000;0.0000;0.4807;-0.4117;0.0144
2.3767;-4;0.0000;0.0000;0.4648;-0.4156;0.0126
2.3797;-1;0.0000;0.0000;0.4755;-0.4185;0.0089
2.3827;-12;0.0000;0.0000;0.4247;-0.4257;0.0083
2.3857;-16;0.0000;0.0000;0.3620;-0.4337;0.0054
2.3887;18;0.0000;0.0000;0.2745;-0.4238;0.0026
2.3917;-9;0.0000;0.0000;0.1372;-0.4253;0.0002
2.3947;-6;0.0000;0.0000;0.1060;-0.4246;-0.0010
2.3979;-7;0.0000;0.0000;0.1091;-0.4246;-0.0029
2.4022;16;0.0000;0.0000;0.0920;-0.4127;-0.0067
2.4049;14;0.0000;0.0000;0.0647;-0.4016;-0.0087
2.4077;9;0.0000;0.0000;0.0510;-0.3930;-0.0104
2.4107;10;0.0000;0.0000;0.1564;-0.3858;-0.0128
2.4137;-2;0.0000;0.0000;0.2465;-0.3862;-0.0134
2.4167;28;0.0000;0.0000;0.3290;-0.3731;-0.0156
2.4197;-8;0.0000;0.0000;0.3328;-0.3783;-0.0178
2.4227;-3;0.0000;0.0000;0.3347;-0.3812;-0.0183
2.4259;-6;0.0000;0.0000;0.2608;-0.3841;-0.0195
2.4302;0;0.0000;0.0000;0.1865;-0.3823;-0.0211
2.4328;-13;0.0000;0.0000;0.0559;-0.3857;-0.0214
2.4357;-2;0.0000;0.0000;0.0279;-0.3830;-0.0226
2.4387;6;0.0000;0.0000;-0.0234;-0.3752;-0.0239
2.4417;14;0.0000;0.0000;-0.0117;-0.3641;-0.0260
2.4447;11;0.0000;0.0000;0.0315;-0.3555;-0.0267
2.4477;3;0.0000;0.0000;0.1654;-0.3528;-0.0278
2.4507;-6;0.0000;0.0000;0.2510;-0.3560;-0.0280
2.4539;20;0.0000;0.0000;0.3499;-0.3481;-0.0282
2.4582;-5;0.0000;0.0000;0.3432;-0.3526;-0.0306
2.4608;-1;0.0000;0.0000;0.2277;-0.3534;-0.0302
2.4637;-4;0.0000;0.0000;0.1700;-0.3546;-0.0316
2.4667;-12;0.0000;0.0000;0.1037;-0.3587;-0.0320
2.4697;-5;0.0000;0.0000;0.0518;-0.3586;-0.0319
2.4727;-8;0.0000;0.0000;-0.0115;-0.3588;-0.0326
2.4757;7;0.0000;0.0000;-0.0431;-0.3512;-0.0333
2.4787;-1;0.0000;0.0000;-0.0777;-0.3476;-0.0340
2.4819;14;0.0000;0.0000;-0.0201;-0.3369;-0.0343
2.4862;-4;0.0000;0.0000;0.0834;-0.3375;-0.0344
2.4888;0;0.0000;0.0000;0.1352;-0.3367;-0.0336
2.4917;-5;0.0000;0.0000;0.1611;-0.3388;-0.0331
2.4947;20;0.0000;0.0000;0.1554;-0.3281;-0.0339
2.4977;-8;0.0000;0.0000;0.0964;-0.3310;-0.0357
2.5007;-3;0.0000;0.0000;0.0856;-0.3313;-0.0348
2.5037;-3;0.0000;0.0000;0.0615;-0.3312;-0.0362
2.5067;3;0.0000;0.0000;-0.0067;-0.3264;-0.0371
2.5099;-11;0.0000;0.0000;-0.0407;-0.3286;-0.0375
2.5142;-3;0.0000;0.0000;-0.0765;-0.3264;-0.0387
2.5168;2;0.0000;0.0000;-0.0382;-0.3219;-0.0407
2.5197;10;0.0000;0.0000;-0.0565;-0.3131;-0.0429
2.5227;10;0.0000;0.0000;-0.0096;-0.3052;-0.0442
2.5257;7;0.0000;0.0000;0.0326;-0.2997;-0.0464
2.5287;-2;0.0000;0.0000;0.1285;-0.3008;-0.0470
2.5317;11;0.0000;0.0000;0.2513;-0.2969;-0.0485
2.5347;-9;0.0000;0.0000;0.2565;-0.3032;-0.0480
2.5379;-8;0.0000;0.0000;0.2592;-0.3089;-0.0495
2.5422;-8;0.0000;0.0000;0.2044;-0.3137;-0.0507
2.5448;-10;0.0000;0.0000;0.0835;-0.3176;-0.0524
2.5477;-18;0.0000;0.0000;-0.0331;-0.3237;-0.0515
2.5507;-2;0.0000;0.0000;-0.1287;-0.3202;-0.0537
2.5537;10;0.0000;0.0000;-0.1579;-0.3102;-0.0536
2.5567;10;0.0000;0.0000;-0.1163;-0.3011;-0.0555
2.5597;6;0.0000;0.0000;-0.0395;-0.2952;-0.0539
2.5627;10;0.0000;0.0000;0.0738;-0.2891;-0.0540
2.5659;-4;0.0000;0.0000;0.1865;-0.2919;-0.0530
2.5711;-8;0.0000;0.0000;0.4111;-0.3000;-0.0549
2.5737;5;0.0000;0.0000;0.3365;-0.3001;-0.0517
2.5767;-9;0.0000;0.0000;0.2243;-0.3060;-0.0492
2.5797;-12;0.0000;0.0000;0.1496;-0.3120;-0.0503
2.5827;-16;0.0000;0.0000;0.0748;-0.3185;-0.0510
2.5857;-4;0.0000;0.0000;-0.0187;-0.3177;-0.0499
2.5887;-1;0.0000;0.0000;-0.1029;-0.3146;-0.0507
2.5917;-7;0.0000;0.0000;-0.1262;-0.3138;-0.0514
2.5947;6;0.0000;0.0000;-0.0818;-0.3068;-0.0546
2.5979;9;0.0000;0.0000;-0.0596;-0.2990;-0.0542
2.6023;-3;0.0000;0.0000;0.0263;-0.2988;-0.0571
2.6049;-2;0.0000;0.0000;0.1253;-0.2997;-0.0586
2.6077;7;0.0000;0.0000;0.1749;-0.2965;-0.0582
2.6107;10;0.0000;0.0000;0.1622;-0.2920;-0.0591
2.6137;-13;0.0000;0.0000;0.1559;-0.2990;-0.0605
2.6167;-14;0.0000;0.0000;0.1715;-0.3064;-0.0607
2.6197;-16;0.0000;0.0000;0.1418;-0.3142;-0.0611
2.6227;-23;0.0000;0.0000;0.0335;-0.3234;-0.0613
2.6259;-15;0.0000;0.0000;-0.0954;-0.3269;-0.0613
